category,review_title,review_content,rating
Headphones,"Great product, some drawbacks","Great product, does what it says on the box; fantastic sound, good noise cancelling, good support and app.I find the set becomes uncomfortable after a little while. I am not used to wearing over-ear headphones and maybe it takes some time to get used to them. For the price, I am happy enough overallRead full review...",4
Headphones,Great sound fantastic phone.,The sound is great! This headset sounds as good as my klipsch speakers. The sound is clear and crisp. The base is great. The phone is very clear and the built in mic works great.,5
Headphones,Great features,This product is very easy to use,5
Headphones,Great headphones,I couldn’t be happier with my purchase. Beats are over priced and these sound better. ,5
Headphones,Worth the money,I use it when I'm mowing my grass.It does a good job of noise canceling and the sound quality is good.,5
Headphones,Sony WH-H910N,"Packaging was open box and the headphones were kind of squished. However, the product was new and perfectly functional like promised.",5
Headphones,Recommended Stereo Bluetooth Headphones,"Excellent quality, easy to use and recharge, long-lasting charge.",5
Headphones,just right,these ear phones are comfortable and sound great.  canceling the outside noises helps big time.,5
Headphones,Amazing !!!,I'm not an expert in sound but I find them incredible for the price! Recommended,5
Headphones,Very nice 👍 for a medium priced headphone.,No problem connecting with Android and Apple. Very nice nice sound 👌,5
Headphones,One of the best I've bought!,Very good headset.,5
Headphones,Thank you,"Very nice headphone at a reasonable price, I recommend this product",5
Headphones,Very good!!!!,Verified purchase:  Yes | Condition: pre-owned | Sold by: inergy_electronics,5
Headphones,It's awesome,Verified purchase:  Yes | Condition: pre-owned | Sold by: byootnstyle,5
Headphones,not working,"Headphones were working perfectly , but After third charging Headphones didn't have turn on. I have tried charge with another cable and same problem ",1
Headphones,Happy wth them..,Good product for the money.,4
Headphones,Great Headphones,Better than what I expected for the available price.,5
Headphones,Very nice!,It’s great!!,5
Headphones,Love it!,Great product!,5
Headphones,Perfect,Absolutely recommended,5
Headphones,"buen sonido, muy cómodos. Excelente conexión","Tiene un sonido muy claro, equilibrado, sin predominio de ninguna tonalidad, pero si deseas mejorar alguna, por ejemplo los amantes de los bajos, con la aplicación del teléfono es posible ajustarla.r>Son cómodos, las almohadillas no hacen demasiada presión, yo uso gafas permanentes y no estorban para nada.La conexión se mantiene aunque me aleje más de 10 metros de la fuente del sonido: Celular o computador.La cancelación de ruido es apreciable, Los entornos ruidosos desaparecen como por arte de magia!Read full review...",5
Prepaid Gaming Cards,Great Product and Services,"Was super skeptical at first. Read some of these reviews and decided to take a chance. Made the right decision. This is the real deal! If you want a reliable product for your subscription, this is the guy to get it done. Super happy and saved about 20 bucks in the process. Thanks again 😁Read full review...",5
Prepaid Gaming Cards,"Code was emailed, worked.","I've had a PS Plus membership for about 6 years.  Usually renew near the end of the year, since there are often sales 2 weeks before Black Friday.  I have no problem ordering early, since the codes just add months to existing subscriptions.  This was at a good price, so I bought.  Got a link to the code in my email within 30 minutes, typed it into my PS4 and it worked.Read full review...",5
Prepaid Gaming Cards,Amazing,With everything going on now days from scams on unemployment to renting fake houses I for one thought this was a scam. I said well it’s on eBay and it has the 100% satisfaction. Read many reviews and said let’s try. Glad I did my husband is now playing on it for half the price it would have been for the full year. Email code worked perfect! Thank you!!!Read full review...,5
Prepaid Gaming Cards,Very Good Deal,"Best price found. Digital code sent within 12 hours, redeemed and confirmed valid. Very easy and quick. From a personal view, there are other sites offering the same price at a ""higher % off"" but upon checking them out the state a higher base price above what Sony actually charges. That made them suspect. I used this based in reviews and pleased with the outcome along with the fact it was recommended by Gamespot.Read full review...",5
Prepaid Gaming Cards,Great Deal no problems worked just like any other code ,Super deal just type in code in ps store it adds deal to cart complete checkout and your good to go! 12 more months added to current subscription You do not lose anytime remaining on current subscription. It just extends it! Perfect timing for this deal to cause we only had alittle over a month left now we have 13 and 1/2 months Read full review...,5
Prepaid Gaming Cards,Got it! ,"Hey guys, I was skeptical. Very. I ordered this at 5pm ET and I got my code 9:51pm ET. It may have took some time, but it worked(first time too)! Saved me 20 bucks, which is alot considering. I would just make sure you type your email when your buying it. :)Read full review...",5
Prepaid Gaming Cards,12 month psn ,I was nervous at first buying a 12 month psn online is risky but it’s eBay so I gave it a shot and after a few min the person emailed me with the code so I typed it in and bam I was all set.. 12 months for less then $40. Way better then spending $60. I’ll be buying another for my son as soon as his month is over Read full review...,5
